,ingredient,uniq_unit,ชิ้น,ห่อ,ลูก,หัว,ถุง,กระฉอก,ถาด,ยอด,ต้น,ขา,ซอง,ก้อน,เส้น,อัน,บาท,เม็ด,กระป๋อง,ใบ,ใจ,แผ่น,ก้าน,แพ็ค,แท่ง,ท่อน,ผล,ตัว,ฝัก,มัด,ดอก,กล่อง,ชุด,กิ่ง,พวง,แว่น,อก,แง่ง,ช่อ,นิ้ว,ราก,หลอด,แพ,หม้อ,ซอย,ซีก,น่อง,โครง,ดวง,ขยุ้ม
0,น้ำปลา(?!ร้า),"['', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'milligram', 'bottle', 'cup', 'dipper', 'min', 'avg', 'drops']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,^กระเทียม|กะเทียม|กระเทียบสับ|ผงกระเทียม|กระเทียวเจียว|กระเทียบ|กระทียมสับ|garlic|^น้ำจิ้ม กระเทียม$,"['', 'บาท', 'ซีก', 'หัว', 'แพ็คเล็ก', 'หัวใหญ่', 'pieces', 'เม็ด', 'หัวเล็ก', 'หัวทุบ', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'glass', 'hundred_gram', 'hand', 'pick', 'lobe', 'cup', 'dipper', 'min', 'avg']",0,0,0,x,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0
2,^ไข่(?!(เป็ด|กุ้ง|ปลาหมึก))|ไก่ไข่,"['', 'บาท', 'ลูก', 'พวง', 'ใบ', 'คลึ่งลูก', 'เม็ด', 'table_spoon', 'kilogram', 'gram', 'milligram', 'cup', 'min', 'avg', 'buble']",0,0,x,0,0,0,0,0,0,0,0,0,0,0,x,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,น้ำตาล(?!หญ้าหวาน)|นำ้ตาลทราย,"['', 'ชิ้นเล็กๆ', 'เม็ด', 'ก้อน', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'kilogram', 'gram', 'hundred_gram', 'pick', 'cup', 'dipper', 'min', 'avg']",x,0,0,0,0,0,0,0,0,0,0,x,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,เกลือ|salt|เกลอ,"['', 'กระป๋อง', 'ชุด', 'ถุง', 'ดอก', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'kilogram', 'gram', 'hand', 'pick', 'cup', 'min', 'avg']",0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ซอสปรุงรส|ซอสฝาเขียว|ซอสฝาเหลือง|ซอสแมคกี้|ซอสแม็กกี้|ซอสข้นปรุงรสคนอร์|แม๊กกี้|ซอส|แม็กกี้|คนอร์ซอสข้นปรุงรสหมู|ซอสข้นคนอร์|ซอลปรุงรส|แมกกี้|ซ้อสปรุงรส,"['', 'กระป๋อง', 'กป.', 'ซอง', 'ถุง', 'ห่อ', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'milligram', 'bottle', 'cup', 'dipper', 'min', 'avg', 'millitre', 'drops']",0,x,0,0,x,0,0,0,0,0,x,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,น้ำมันหอย|ซอสหอย|ซอยหอยนางรม|นำ้มันหอย|ซอลหอยนางรม|นํ้ามันหอย,"['', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'cup', 'dipper', 'min', 'avg', 'drops']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,น้ำมัน(?!(หอย|พริกเผา|งา))|olive oil|oil,"['', 'กระฉอกใหญ่', 'ใช้ผัด', 'กะทะ', 'กระทะ', 'กระปุก', 'ซอง', 'กระฉอกเล็ก', 'กะเองนะ', 'ฉีด', 'กระป๋อง', 'ของกระทะ', 'ใช้ทอด', 'สเปรย์', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'milligram', 'litre', 'bottle', 'oz', 'cup', 'dipper', 'min', 'avg', 'millitre']",0,0,0,0,0,x,0,0,0,0,x,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,น้ำเปล่า|น้ำสะอาด|น้ำต้มสุก|^น้ำ$|น้ำเย็น|น้ำร้อน|น้ำดื่ม|น้ำอุ่น|น้ำสำหรับต้มเส้น,"['', 'กระทะ', 'ท่วมหมู', 'ถ้วน', 'ต้มเส้น', 'หม้อ', 'ใส่ท่วมหมู', 'ข้อนิ้ว', 'ใส่/ซอส', 'ก้อน', 'ขัน', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'kilogram', 'gram', 'milligram', 'litre', 'glass', 'bottle', 'cup', 'dipper', 'min', 'avg', 'plate', 'millitre']",0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,x,0,0,0,0,0,0
9,ซีอิ๊วขาว|ซีอิ้วขาว|ซอสถั่วเหลือง|ซีอิ๋วขาว|สี่อิ๋วขาวสูตร1|ซีอิ้วปรุงรส|^ซีอิ๊ว$|ซี๊อิ๋วขาว|ซีอิ้ว ขาว|ซีอิ้ว|ชีอิ้วขาว|ซี้อิ้วขาว|ซีอี๊วขาว|ชีอิ๊วขาว|ซีอิ๋ว|ซี่อิ๋วขาวสูตร1|สี่อิ๋วขาวสูตร 2|soy sauce|ซีอี้วขาว|ซีอี๋วขาว|สี่อิ๋วขาวสูตร|สี่อิ่ว,"['', 'ขาว', 'ห่อ', 'ซ้อนโต้ะ', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'cup', 'dipper', 'min', 'avg', 'drops']",0,x,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,^(?!.*ซอส|หมู).*พริกไทย.*|พริกไท|black pepper|Red Pepper Flakes,"['', 'ส.', 'บด', 'ท่อนใบตอง', 'พวงเล็ก', 'อก', 'ชิ้น', 'ฝัก', 'หัว', 'ก้าน', 'ซอง', 'ห่อเล็ก', 'พวง', 'ช่อ', 'ห่อ', 'เม็ด', 'แพ็ก', 'กิ่ง', 'tea_spoon', 'spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'hand', 'pick', 'cup', 'min', 'avg', 'buble', 'drops']",x,x,0,x,0,0,0,0,0,0,x,0,0,0,0,x,0,x,0,0,x,x,0,x,0,0,x,0,0,0,0,x,x,0,x,0,x,0,0,0,x,0,0,0,0,0,0,0
11,ต้นหอม|ต้มหอม|ตันหอม,"['', 'ส.', 'บาท', 'เส้น', 'ซอย', 'ต้น', 'หัว', 'อย่างละ ต้น', 'นิ้ว', 'ใบ', 'ต้น หั่นท่อน', 'ท่อน', 'มัด', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'pick', 'cup', 'min', 'avg', 'plate']",0,0,0,x,0,0,0,0,x,0,0,0,x,0,x,0,0,x,0,0,0,0,0,x,0,0,0,x,0,0,0,0,0,0,0,0,0,x,0,0,0,0,x,0,0,0,0,0
12,แครอท|แคร์รอต|แครท|ผักสามสี,"['', 'ต้นเล็ก', 'ชิ้น', 'ผล', 'แท่ง', 'เส้น', 'ต้น', 'แผ่น', 'หัว', 'อัน', 'ลูก', 'นึง', 'หัวใหญ่', 'นิ้ว', 'แว่น', 'ท่อน', 'หัวเล็ก', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'milligram', 'hundred_gram', 'hand', 'pick', 'cup', 'min', 'avg']",x,0,x,x,0,0,0,0,x,0,0,0,x,x,0,0,0,0,0,x,0,0,x,x,x,0,0,0,0,0,0,0,0,x,0,0,0,x,0,0,0,0,0,0,0,0,0,0
13,^(?!.*บะหมี่|ผง|กระดูก|ลูกชิ้น|ซี่โครง|ตับ|น้ำมัน|น้ำสต๊อก|คนอร์|แหนม|กุนเชียง|กาก|รสดี|ซุป|น้ำ|แคป|ซอส|มัน|กระเทียม|ไส้กรอก|เลือด|แฮม).*หมู(?!ยอ|กรอบ|หยอง|แดง|แฮม).*|สามชั้นสไลซ์|สันคอ,"['', 'ไม้', 'แพ๊ค', 'บาท', 'ชิ้น', 'เส้น', 'ลิ้น', 'โครง', 'แพค', 'แผ่น', 'ขา', 'หาง', 'ห่อ', 'ชิ้นใหญ่', 'ก้อนเล็ก', 'แพ็ค', 'ก้อน', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'kilogram', 'gram', 'hundred_gram', 'cup', 'min', 'avg', 'buble', 'plate']",x,x,0,0,0,0,0,0,0,x,0,x,x,0,x,0,0,0,0,x,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,x,0,0
14,^(?!.*เส้น)(.*ข้าวสวย|^ข้าว$|ข้าวกล้อง.*|ข้าวสาร|ข้าวเปล่า|ข้าวหอมมะลิ|ข้าวเย็น|ข้าวหุงสุก|ข้าวญี่ปุ่น|ข้าวสุก|ข้าวแช่เย็น|ข้าวหอม|ข้าวเสาไห้|ข้าวบาสมาติ),"['', 'คนทาน', 'หม้อหุงข้าว', 'บาท', 'กป.', 'ถ้วน', 'ที่', 'กระป๋องตวงช', 'ถุง', 'หม้อ', '/', 'table_spoon', 'ladle', 'gram', 'hand', 'cup', 'min', 'avg', 'plate']",0,0,0,0,x,0,0,0,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0
15,มะนาว,"['', 'ลูกใหญ่', 'ชิ้น', 'ผล', 'ซีก', 'แผ่น', 'ชีก', 'ซอง', 'ลูก', 'ใบ', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'milligram', 'lobe', 'cup', 'min', 'avg']",x,0,x,0,0,0,0,0,0,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0
16,พริกขี้หนู,"['', 'ชิ้น', 'เม็ด เม็ดเล็ก', 'สีละ  เม็ด', 'พริก', 'ดอก', 'เม็ด', 'เมล็ด', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'lobe', 'cup', 'min', 'avg']",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,^(?!.*ไข่|มัน|มาม่า).*กุ้ง(?!แห้ง).*,"['', 'ชิ้น', 'ทั้งซอง', 'ตัวใหญ่', 'ซอง', 'ห่อ', 'ตัว', 'tea_spoon', 'spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'hand', 'cup', 'min', 'avg']",x,x,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,^(?!.*ซอส|ซ้อส).*มะเขือเทศ.*,"['', 'กระป๋อง', 'ลูกใหญ่', 'กล่อง', 'ชิ้น', 'ผล', 'แพค', 'หัว', 'ซอง', 'ลูก', 'ลุก', 'ลูกเล็ก', 'หัวใหญ่', 'spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'cup', 'min', 'avg', 'plate', 'millitre']",x,0,x,x,0,0,0,0,0,0,x,0,0,0,0,0,x,0,0,0,0,x,0,0,x,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0
19,หอมใหญ่|หอมหัวใหญ่|หัวหอม|หอมแขก|หอมซอย|หอมเล็กเจียว|^หอม$|หัวใหญ่,"['', 'ส.', 'ลูกใหญ่', 'บาท', 'ผล', 'ต้น', 'ซีก', 'หัว', 'ซอง', 'ลูก', 'ลูกเล็ก', 'หัวใหญ่', 'ดอก', 'ซอยหัว', 'ท่อน', 'หัวเล็ก', 'spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'pick', 'lobe', 'cup', 'min', 'avg', 'millitre']",0,0,x,x,0,0,0,0,x,0,x,0,0,0,x,0,0,0,0,0,0,0,0,x,x,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0
20,รากผักชี,"['', 'ต้น', ',ราก', 'ราก', 'หัว', 'ชิ้น', 'tea_spoon', 'table_spoon', 'kilogram', 'gram', 'min', 'avg']",x,0,0,x,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0
21,หอมแดง|หอมเจียว|หอมเเดง,"['', 'บาท', 'หัว', 'ลูก', 'ลูกเล็ก', 'หัวใหญ่', 'ซอยหัว', 'เม็ด', 'หัวเล็ก', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'pick', 'lobe', 'cup', 'min', 'avg']",0,0,x,x,0,0,0,0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0
22,พริกแห้ง,"['', 'เม็ด', 'ดอก', 'ลูก', 'spoon', 'table_spoon', 'ladle', 'gram', 'hand', 'cup', 'min', 'avg']",0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,พริกป่น,"['', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,^(?!.*ราก|ลูก).*ผักชี.*|ผง coriander,"['', 'ก้่าน', 'บาท', 'ต้น', 'แพค', 'หัว', 'ก้าน', 'อย่างละ ต้น', 'ราก', 'ต้ร', 'ใบ', 'มัด', 'กิ่ง', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'pick', 'cup', 'min', 'avg']",0,0,0,x,0,0,0,0,x,0,0,0,0,0,x,0,0,x,0,0,x,x,0,0,0,0,0,x,0,0,0,x,0,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0
25,ซอสมะเขือเทศ|ซ้อสมะเขือเทศ,"['', 'ซอง', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'bottle', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,ใบมะกรูด|ใบมะกูด|มะกรูด,"['', 'ต้น', 'ลูก', 'ใบ', 'กิ่ง', 'tea_spoon', 'table_spoon', 'gram', 'hundred_gram', 'pick', 'min', 'avg']",0,0,x,0,0,0,0,0,x,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,น้ำมันงา,"['', 'tea_spoon', 'spoon', 'table_spoon', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,^พริก$|พริกสด|พริกจินดา|พริกแดง|พริกใหญ่|พริกสับ|พริกอ่อน|พริกตำ|พริกซอย|พริกทอด|พริกสีแดง|พริกหั่น|พริกคั่ว|พริก+|พริกหั่นเฉียง,"['', 'แผ่น', 'ห่อเล็ก', 'ช่อ', 'กิ่ง', 'บด', 'เม็ดใหญ่', 'อก', 'หัว', 'กระปุก', 'อัน', 'ซอง', 'พวง', 'พริก', 'ห่อ', 'ส.', 'บาท', 'ผล', 'ฝัก', 'ถุง', 'อย่างละ  ลูก', 'ลูกเล็ก', 'ดอก', 'เมล็ด', 'ท่อนใบตอง', 'กระป๋อง', 'พวงเล็ก', 'ชิ้น', 'ซองเล็ก', 'ต้น', 'เม็ด เม็ดเล็ก', 'ก้าน', 'ลูก', 'สีละ  เม็ด', 'ดอด', 'เม็ด', 'แพ็ก', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'kilogram', 'gram', 'milligram', 'bottle', 'hundred_gram', 'hand', 'pick', 'lobe', 'cup', 'dipper', 'min', 'avg', 'buble', 'millitre', 'drops']",x,x,x,x,x,0,0,0,x,0,x,0,0,x,x,x,x,x,0,x,x,x,0,x,x,0,x,0,x,0,0,x,x,0,x,0,x,0,0,0,x,0,0,0,0,0,0,0
29,โหระพา|ใบโหรพา|โหรพา,"['', 'บาท', 'ต้น', 'ก้าน', 'ช่อ', 'ใบ', 'ยอด', 'มัด', 'กิ่ง', 'tea_spoon', 'table_spoon', 'gram', 'hundred_gram', 'hand', 'pick', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,x,x,0,0,0,0,0,x,0,0,x,0,0,x,0,0,0,0,0,0,x,0,0,0,x,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0
30,ถั่วฝักยาว|ถั่วฟักยาว|ถั่วผักยาว|ถัวฝักยาว,"['', 'ต้น', 'ฝัก', 'อัน', 'เส้น', 'table_spoon', 'gram', 'hundred_gram', 'cup', 'min', 'avg', 'buble']",0,0,0,0,0,0,0,0,x,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ใบกะเพรา|ใบกระเพรา|กระเพรา|กะเพรา|ใบกระเพา|ใบกระ เพรา แดง|กระเพา|Basil,"['', 'บาท', 'ต้น', 'แพค', 'ก้าน', 'ใบ', 'ขยุ้ม', 'แพ็ค', 'มัด', 'กิ่ง', 'tea_spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'hand', 'pick', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,x,0,0,0,0,0,x,0,0,x,0,0,x,x,0,0,0,0,0,x,0,0,0,x,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,x
32,^(?!.*ไส้กรอก|ไข่|เลือด|น้ำ|ผง|โครง|ตีน|เครื่องใน|เต้าหู้|ซี่โครง|ขา|ซอส|ตับ).*ไก่(?!จ๊อ|ไข่).*|chicken,"['', 'น่อง', 'บาท', 'อก', 'ชิ้น', 'เส้น', 'กล่องนึง', 'อัน', 'อกใหญ', 'ซอง', 'ลูก', 'ดวง', 'ห่อ', 'ชิ้น/ ชิ้น', 'ตัว', 'ขิ้น', 'ก้อน', 'ชิ้นใหญ่', 'ปีก', 'แพ็ค', 'tea_spoon', 'spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'lobe', 'cup', 'min', 'avg', 'buble']",x,x,x,0,0,0,0,0,0,0,x,x,x,x,x,0,0,0,0,0,0,x,0,0,0,x,0,0,0,x,0,0,0,0,x,0,0,0,0,0,x,0,0,0,x,0,x,0
33,^ซีอิ๊วดำ$|^ซีอิ้วดำ$|ซีอิ๋วดำ(?!หวาน)|สี่อิ๋วดำสูตรเค็ม,"['', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'cup', 'min', 'avg', 'drops']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,ถั่วงอก,"['', 'ถุงเล็ก', 'บาท', 'ถุง', 'เพ็ค', 'spoon', 'kilogram', 'gram', 'hundred_gram', 'hand', 'pick', 'cup', 'avg']",0,0,0,0,x,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,คะน้า,"['', 'ต้น', 'ก้าน', 'ใบ', 'ยอด', 'มัด', 'กัาน', 'kilogram', 'gram', 'hundred_gram', 'hand', 'cup', 'avg']",0,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ข้าวโพดอ่อน,"['', 'ชิ้น', 'แท่ง', 'ต้น', 'ฝัก', 'แพค', 'หัว', 'อัน', 'ผัก', 'ฝักเล็ก', 'ท่อน', 'แพ็ค', 'tea_spoon', 'gram', 'cup', 'min', 'avg', 'buble']",x,0,0,x,0,0,0,0,x,0,0,0,0,x,0,0,0,0,0,0,0,x,x,x,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0
37,เนย,"['', 'ชิ้น', 'ก้อนเล็ก', 'ใช้ทากะทะ', 'ก้อน', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'cup', 'min', 'avg']",x,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,แป้งทอดกรอบ|แป้งชุบทอด|แป้งโกกิ|แป้งทอด|แป้งสำหรับทอด|แป้งทอดกรอบคนอร์,"['', 'ชิ้น', 'ซอง', 'ถุง', 'ห่อ', 'ชุบไก่', 'spoon', 'table_spoon', 'ladle', 'gram', 'cup', 'min', 'avg', 'plate']",x,x,0,0,x,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,แป้งมัน,"['', 'tea_spoon', 'spoon', 'table_spoon', 'gram', 'milligram', 'cup', 'min']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,^(?!.*ซอส|ซีอิ๊ว|ผงปรุงรส|ซีอิ้ว|คนอร์).*เห็ด.*,"['', 'ดอกใหญ่', 'กระป๋อง', 'ดอก ใหญ่', 'กล่อง', 'ชิ้น', 'ต้น', 'แพค', 'หัว', 'อัน', 'ห่อเล็ก', 'โคนใหญ่', 'ลูก', 'กอด', 'ถุง', 'ห่อ', 'ดิก', 'ดอก', 'ใบ', 'แพ็ค', 'ก้อน', 'tea_spoon', 'table_spoon', 'kilogram', 'gram', 'hundred_gram', 'hand', 'cup', 'avg', 'plate']",x,x,x,x,x,0,0,0,x,0,0,x,0,x,0,0,x,x,0,0,0,x,0,0,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0
41,เส้นสปาเก็ตตี้|เส้นสปาเกตตี้|สปาเก็ตตี้|สปาเกตตี้|เส้นสปาเกตตี|สปาเกตตี,"['', 'ถุงเล็ก', 'แท่ง', 'ซองเล็ก', 'ห่อเล็ก', 'ซอง', 'ถุง', 'ห่อ', 'โอเค', 'มัด', 'kilogram', 'gram', 'hand', 'pick', 'cup', 'min', 'avg', 'plate']",0,x,0,0,x,0,0,0,0,0,x,0,x,0,0,0,0,0,0,0,0,0,x,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,เต้าเจี้ยว|เต้าเจี๊ยว|เต้าเจียว,"['', 'tea_spoon', 'spoon', 'table_spoon', 'ladle', 'gram', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,โชยุ|ซีอิ๊วญี่ปุ่น|โชวยุ|Soba tsuyu,"['', 'ซอง', 'tea_spoon', 'spoon', 'table_spoon', 'cup', 'min', 'avg']",0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,ตะไคร้|ตะใคร้,"['', 'ชิ้น', 'ต้น', 'หัว', 'ก้าน', 'ต้า', 'แว่น', 'ท่อน', 'tea_spoon', 'table_spoon', 'gram', 'hand', 'cup', 'min', 'avg']",x,0,0,x,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,x,0,0,x,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0
